ID;title;cat;lat;lng;count;weeks
94;北京安成商务酒店;4;39.88894891;116.3863704;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0
95;傅薪;3;39.88907869;116.3868801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;中俊老边饺子馆（和平门店）;2;39.89839366;116.3841221;48;2;1;0;3;0;0;1;3;0;0;1;1;1;2;1;1;0;3;0;1;1;0;0;1;1;1;2;2;2;0;0;0;0;0;0;0;1;1;1;0;0;0;1;2;3;0;2;1;1;0;4;0
97;东来顺前门店;2;39.89806356;116.3840994;352;10;7;7;7;7;7;7;7;7;7;7;7;6;7;6;4;7;7;7;6;5;7;5;5;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5
98;肯德基 前门店 KFC;2;39.89829446;116.3885239;25;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;0;1;3;2;1;0;0;0;1;0;0;0;1;1;0;1
99;铃木食堂(前门店);2;39.89447833;116.3871493;308;8;4;5;5;6;5;5;5;4;7;6;7;7;6;7;6;7;4;5;5;4;4;7;6;7;6;5;7;7;5;6;7;6;7;7;7;6;6;7;6;7;6;5;6;6;7;5;6;6;6;6;5
100;渔芙南;2;39.89351022;116.3832515;193;0;0;0;3;1;3;0;0;1;5;5;5;5;5;2;6;5;4;6;6;5;3;5;4;4;5;5;3;5;5;4;6;4;4;3;2;3;4;5;6;6;4;4;5;2;5;3;3;4;5;4;1
101;东来顺饭庄(大栅栏店);2;39.89220168;116.384376;352;10;7;7;7;7;7;7;7;7;7;7;7;6;7;6;4;7;7;7;6;5;7;5;5;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;5
102;壹勺子糖;2;39.89200051;116.3828519;152;3;3;1;2;1;2;0;1;2;2;1;2;4;5;1;4;4;5;3;4;5;3;3;5;4;3;3;2;6;2;6;2;3;2;4;1;3;4;3;6;5;4;3;3;2;5;2;4;2;0;2;0
103;秋林菜馆;2;39.89160118;116.3817627;11;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;0;0;0;2;0
